race,rent_monthly,monthly_income_gross,income_verified,income_stability,savings_buffer_months,guarantor_available,verified_rental_debt_flag,credit_score,rent_history_reported,rent_on_time_rate_12m,rent_late_or_nsf_count_12m,utility_on_time_rate_12m,approved
White,2439.08,6114.67,1,0.6547,1.58,1,0,684,0,,,0.7838,1
White,1201.85,3429.22,0,0.7891,6.8,1,0,669,0,,,0.9585,0
White,1077.7,4326.68,1,0.9107,0.44,0,0,691,1,0.9225,0.0,0.8552,1
White,2805.03,10231.73,0,0.8342,2.48,0,0,690,1,0.9603,3.0,0.9288,1
White,1212.57,3167.06,1,0.9321,3.34,0,0,731,1,0.9292,1.0,0.9901,1
White,943.04,3479.59,1,0.6575,2.1,1,0,655,1,0.9544,1.0,0.8841,1
White,2526.95,7232.26,1,0.8158,1.19,0,0,797,1,0.9777,1.0,0.9253,0
Asian,1699.35,4471.63,0,0.6831,2.71,0,0,633,1,0.9641,1.0,,1
White,1696.57,3438.53,1,0.964,0.89,0,0,660,1,0.8894,0.0,,1
White,3568.9,8876.87,1,0.7034,3.36,0,0,712,1,0.9763,0.0,0.9253,1
Asian,1755.75,6110.62,1,0.7037,0.82,0,0,663,1,0.9308,0.0,0.6632,1
White,1536.91,4549.55,1,0.8732,4.53,0,0,670,1,0.9466,1.0,,1
White,1637.34,3482.11,1,0.7801,2.72,0,0,708,1,0.9662,0.0,0.8941,1
White,3114.03,10646.71,1,0.7925,2.17,0,0,653,0,,,0.9599,1
White,2536.92,5155.69,1,0.6888,1.77,1,0,715,1,0.8553,1.0,0.9523,1
White,3360.25,8480.11,1,0.4412,1.92,0,0,723,1,0.949,1.0,0.8779,1
Other,2034.71,7109.49,1,0.5045,0.97,1,0,661,1,0.9698,1.0,,1
Other,1435.99,4333.36,1,0.6405,2.07,0,0,693,1,0.9357,0.0,0.9885,1
Other,1912.91,4345.45,0,0.7976,1.48,0,0,693,1,0.8819,1.0,,1
White,3928.43,8626.76,0,0.5894,1.39,0,0,575,1,0.9199,3.0,,1
White,3679.88,8675.82,1,0.878,6.53,0,0,669,1,0.9809,3.0,,1
White,867.96,2695.92,1,0.8305,1.5,1,0,620,1,0.9004,4.0,0.9953,1
White,2674.81,6303.35,1,0.4428,1.66,0,0,644,0,,,0.8338,1
White,1567.74,4984.0,1,0.6482,3.81,0,0,743,1,0.9126,0.0,,1
White,1458.62,3621.89,1,0.4485,0.97,1,0,716,1,0.9548,0.0,,1
White,2288.36,5698.88,1,0.7832,4.45,0,0,661,0,,,,1
White,1292.66,3242.35,1,0.9069,1.62,0,0,650,1,0.9063,0.0,,1
White,1733.63,4416.73,1,0.6023,1.09,0,0,687,0,,,,1
Asian,1265.79,3932.18,1,0.6955,0.43,0,0,644,1,0.9394,0.0,0.8897,1
White,1260.13,4365.5,1,0.7696,4.1,1,1,672,1,0.9587,1.0,0.8556,1
Black,1760.2,5071.52,1,0.8257,1.32,0,0,660,0,,,0.9524,1
White,1043.56,3644.47,1,0.7992,1.59,1,0,655,0,,,0.9189,1
White,3719.96,9018.44,1,0.7776,1.61,1,0,632,0,,,0.8706,1
White,1546.05,6179.94,0,0.6025,1.32,0,0,656,1,0.9328,0.0,,0
White,3688.2,9745.01,1,0.6352,2.7,0,0,708,0,,,,1
White,1621.61,4916.67,1,0.6288,3.5,0,1,629,1,0.9391,1.0,,0
White,1666.36,4291.27,0,0.7291,6.77,0,0,695,1,0.8921,1.0,0.9492,0
Asian,2897.09,9622.5,1,0.7902,4.69,0,0,673,1,0.9374,0.0,,1
White,1563.7,4247.53,1,0.9664,2.14,0,0,658,1,0.9772,0.0,0.9236,1
White,1916.15,4885.43,1,0.972,3.38,1,0,652,1,0.9855,3.0,0.9689,1
Other,2517.99,6690.41,1,0.7896,5.53,0,0,637,0,,,,1
White,1272.86,3371.83,1,0.7918,3.71,0,0,627,1,0.962,2.0,0.9831,1
Asian,2048.79,6669.95,1,0.657,2.22,0,0,726,1,0.9573,1.0,,1
White,2332.83,6377.84,0,0.9058,2.73,0,1,666,1,0.8215,0.0,,1
White,3755.57,8108.58,1,0.7892,4.49,0,0,639,1,0.9958,2.0,0.9126,1
White,2244.11,7100.56,1,0.5854,0.32,0,0,650,1,0.9596,1.0,0.8862,1
White,3428.15,8196.04,1,0.798,1.76,0,0,581,0,,,0.7724,1
Asian,2276.59,5002.87,1,0.7838,0.24,1,0,686,1,0.9549,1.0,0.9308,1
White,1495.9,3844.81,1,0.7331,0.78,0,0,657,1,0.8854,0.0,,1
White,4131.46,10882.47,1,0.8858,0.15,0,0,592,0,,,0.8081,1
White,1115.15,3047.48,1,0.5925,1.66,0,0,611,0,,,,1
Other,1024.39,3156.23,1,0.9249,5.22,0,0,647,1,0.9268,1.0,0.7761,1
Indigenous,2449.76,6337.3,1,0.5564,4.15,1,0,624,1,0.9058,2.0,0.9054,1
Other,4387.54,9183.46,0,0.7064,1.09,0,0,756,1,0.9628,2.0,0.9683,1
Asian,1987.55,5556.68,1,0.7122,2.72,1,0,720,1,0.9549,0.0,,1
Asian,2962.71,7377.35,1,0.9151,0.92,0,0,600,0,,,,1
White,862.61,2586.04,1,0.5642,2.15,0,0,696,1,0.9502,1.0,0.9173,1
Other,1351.43,4365.87,0,0.5298,4.82,1,0,639,0,,,0.8712,1
White,1189.27,2698.72,1,0.8867,0.69,0,0,651,0,,,0.9269,1
White,2599.93,6833.26,1,0.6521,2.45,1,0,632,0,,,0.9227,1
Asian,1141.32,3025.66,0,0.764,3.3,0,0,696,1,0.9474,1.0,0.8545,1
White,1362.87,3324.84,1,0.7362,1.27,0,0,724,1,0.9629,1.0,0.8319,1
White,1843.11,6224.96,1,0.9349,2.43,0,0,682,1,0.963,1.0,0.9336,1
White,3178.15,7540.57,1,0.8152,1.06,0,0,632,1,0.9096,1.0,0.9821,1
White,1848.46,4918.58,1,0.8228,2.23,1,0,647,0,,,0.9224,1
Black,2677.44,6348.5,1,0.9001,2.23,0,0,673,0,,,0.8259,1
White,2095.68,6276.95,0,0.8713,0.6,0,0,704,1,0.9376,1.0,,1
Indigenous,1726.61,4822.34,1,0.9092,0.5,0,0,635,0,,,0.8026,1
White,1680.28,3544.91,1,0.6403,0.43,0,0,595,0,,,0.9426,0
Indigenous,1715.27,6336.78,1,0.6568,2.84,0,0,699,1,0.925,2.0,0.9383,1
White,2111.7,6444.6,1,0.5449,2.52,0,0,659,1,0.9054,1.0,,1
Other,2936.36,7110.46,1,0.6216,2.07,0,0,659,0,,,0.9188,1
White,2454.34,5800.14,0,0.7835,1.69,0,0,714,0,,,,1
White,1610.47,3454.52,1,0.6864,3.48,0,0,665,0,,,0.9124,1
White,2682.9,6621.21,0,0.7509,1.55,1,0,701,1,0.9638,1.0,0.8701,1
White,2224.35,5197.49,1,0.376,1.14,0,0,687,1,0.9845,0.0,,1
White,1619.74,4391.63,1,0.6087,0.76,0,0,670,0,,,,1
Asian,1862.53,4690.49,1,0.7565,1.98,0,0,567,1,0.9425,4.0,0.8912,1
Other,1902.16,4083.97,0,0.8211,2.3,1,0,566,0,,,0.9308,1
Asian,2759.98,7097.58,1,0.804,1.91,0,0,698,1,0.9803,0.0,,1
White,807.51,3165.52,1,0.7474,3.19,1,0,631,1,0.9557,0.0,0.9328,1
White,1315.23,3672.74,1,0.8767,1.59,0,0,747,1,0.9668,0.0,,0
Indigenous,1668.38,4634.78,1,0.976,7.82,0,0,706,1,0.9295,1.0,0.7199,1
Black,3705.11,9147.42,1,0.8618,1.99,1,0,716,1,0.9664,3.0,0.9763,1
White,2923.47,7520.68,0,0.8961,1.38,0,0,649,1,0.8933,1.0,,1
Other,1052.15,2928.13,1,0.48,1.48,0,0,688,1,0.9635,1.0,0.9592,1
White,3814.3,8344.73,1,0.8455,2.56,0,0,659,1,0.8928,1.0,0.9774,1
Indigenous,2536.84,8339.1,1,0.7486,6.71,0,0,655,1,0.9134,1.0,0.9113,1
Other,1425.3,3447.87,1,0.8037,1.15,0,0,610,0,,,,1
Asian,786.05,2151.46,1,0.7117,2.99,0,0,673,1,0.9436,0.0,0.9754,1
White,1581.33,5070.2,1,0.8704,2.45,0,0,611,1,0.9255,4.0,0.8548,1
Asian,2725.67,7702.21,1,0.8853,4.91,1,0,688,1,0.888,0.0,,1
White,3458.2,9075.7,1,0.887,1.1,1,0,641,1,0.8433,0.0,0.8508,1
Indigenous,1581.83,3833.85,0,0.6377,2.73,1,0,663,1,0.8306,4.0,0.9433,1
White,3312.64,9600.85,1,0.7393,3.78,1,0,637,1,0.9562,2.0,,1
Asian,876.09,2384.24,1,0.5741,2.96,0,0,647,1,0.8233,0.0,,1
Other,1637.65,4571.5,1,0.7985,3.52,1,0,658,0,,,0.9688,1
White,1840.3,4493.51,1,0.8295,1.54,0,0,683,1,0.9524,0.0,,1
White,2734.06,7783.27,1,0.8599,2.35,1,0,668,1,0.9695,0.0,,1
Asian,2875.97,8191.23,1,0.5666,4.3,0,1,678,1,0.8859,2.0,,0
White,3159.45,7261.87,1,0.6346,0.52,1,0,633,0,,,0.9616,1
White,1191.05,3241.27,1,0.7687,1.56,0,0,714,1,0.9118,0.0,,1
White,2336.14,7032.73,1,0.9281,1.04,0,0,674,1,0.9643,1.0,0.8926,1
White,2176.1,6214.11,0,0.9253,1.0,0,0,705,1,0.9472,0.0,0.9641,1
Asian,1201.25,2897.15,0,0.888,2.49,0,0,698,1,0.9445,0.0,0.903,1
Asian,1343.35,2522.38,1,0.9261,2.46,0,0,587,0,,,0.8875,1
White,1768.78,7477.92,1,0.6784,1.61,0,0,736,1,0.9342,1.0,0.9322,1
White,2068.53,4882.34,0,0.2902,2.23,0,0,627,1,0.981,1.0,0.9141,1
White,1308.3,3316.28,1,0.5847,1.9,0,0,682,0,,,0.8876,1
White,2096.48,4834.6,1,0.6199,0.44,0,0,636,1,0.8828,2.0,,1
Asian,2617.35,5906.62,1,0.9077,0.75,0,0,652,1,0.8968,2.0,0.8083,1
White,2066.92,5051.38,0,0.8871,3.0,0,0,640,1,0.8956,1.0,0.924,1
White,922.84,3020.62,0,0.8697,0.9,0,0,679,0,,,,1
Other,3244.4,10060.37,1,0.7924,1.59,1,0,619,0,,,0.9555,1
White,3147.68,7390.05,1,0.7649,2.63,0,0,624,1,0.8977,1.0,0.9433,1
Asian,1801.22,4624.08,1,0.8708,2.44,1,0,692,0,,,0.8718,1
White,1810.59,4689.73,1,0.9008,1.21,0,0,717,1,0.9241,1.0,,1
White,2548.25,5897.21,1,0.8078,2.0,0,0,652,1,0.8667,1.0,,1
White,1746.89,3501.85,1,0.7534,1.54,0,0,637,1,0.9691,1.0,0.9677,1
Indigenous,2520.97,5821.72,1,0.7003,1.82,1,0,666,1,0.9869,1.0,,1
Black,1525.78,3263.83,1,0.6478,4.8,0,0,630,0,,,0.9685,1
White,1534.35,5073.2,1,0.7656,2.72,0,0,707,1,0.897,0.0,0.8664,1
White,1425.14,3454.43,1,0.9217,1.81,0,0,723,1,0.9159,1.0,0.9179,1
White,1730.17,3516.02,0,0.823,2.03,0,0,665,0,,,0.8472,1
Asian,2684.19,9250.35,1,0.4105,0.24,1,0,663,1,0.8833,0.0,0.8846,1
Asian,1714.11,5308.92,1,0.4784,8.89,0,0,635,1,0.9485,1.0,,1
Asian,2273.26,5591.52,1,0.9398,4.26,0,0,664,0,,,,1
Other,931.46,2571.98,0,0.8773,1.47,0,0,670,0,,,0.8179,1
White,1239.0,4219.46,0,0.6156,0.42,0,0,623,1,0.9361,1.0,,1
Asian,2016.87,6110.95,1,0.9346,1.52,1,0,655,1,0.8879,1.0,0.9506,1
Asian,1798.48,5565.61,1,0.6155,3.81,0,0,670,0,,,0.9639,1
White,725.24,2446.72,0,0.5042,3.53,0,0,669,1,0.9822,1.0,0.8789,1
Other,2625.18,5590.99,1,0.8065,1.97,0,0,656,1,0.9025,2.0,,1
White,2191.16,5911.82,1,0.7301,5.9,1,0,713,1,0.9328,0.0,,1
Asian,3203.81,8149.65,0,0.8659,1.71,0,0,688,1,0.9602,0.0,,1
Asian,926.89,4134.34,1,0.6446,1.59,0,0,565,0,,,0.9088,1
Other,706.47,2372.48,0,0.8567,2.62,1,0,734,1,0.9929,0.0,0.9159,1
White,1336.68,3668.52,1,0.7527,1.12,0,0,704,1,0.9669,0.0,0.9259,1
White,1678.12,3541.98,0,0.6622,1.34,0,0,611,1,0.9095,1.0,,1
Indigenous,3024.62,6729.54,0,0.6903,3.04,1,0,725,1,0.987,0.0,0.9861,1
Indigenous,752.11,2009.33,1,0.8878,1.02,1,0,630,1,0.9284,2.0,0.9591,1
White,2019.4,4444.8,1,0.4623,2.62,0,0,711,1,0.9295,0.0,0.9627,1
Indigenous,2108.47,8565.02,1,0.3713,3.64,1,0,598,0,,,0.8495,1
White,1961.19,5213.14,0,0.6038,1.48,1,0,711,1,0.9789,0.0,,1
Asian,3118.08,7116.17,1,0.6111,1.69,1,0,654,0,,,,1
Black,1014.4,2927.15,1,0.922,2.15,1,0,610,0,,,,1
White,1215.75,2968.22,0,0.4594,1.02,0,0,674,1,0.9389,1.0,0.9704,0
White,2584.59,8599.41,1,0.7045,1.44,1,0,715,1,0.9321,2.0,,1
Other,2175.0,5387.51,1,0.9035,0.57,0,0,746,1,0.9682,1.0,,1
Indigenous,1630.96,5391.4,1,0.8813,0.86,0,1,635,0,,,0.9345,1
Black,1089.94,3515.93,0,0.7768,1.85,0,0,681,0,,,0.9746,1
White,1839.83,5386.7,1,0.7632,2.49,0,0,616,1,0.9339,1.0,,1
Other,1388.81,3481.91,0,0.6332,2.51,0,0,700,1,0.9427,3.0,,1
White,3226.54,7877.92,1,0.9072,1.21,0,0,708,1,0.9853,2.0,0.9242,1
White,5000.0,13509.58,0,0.8296,1.23,1,0,704,0,,,0.9492,1
White,1668.32,6159.76,1,0.7971,1.35,0,0,627,0,,,0.8984,1
Indigenous,1079.04,4163.8,1,0.8979,1.97,0,0,604,1,0.7563,2.0,0.9297,1
Other,650.0,2142.3,0,0.8592,0.86,1,0,686,0,,,0.969,1
Asian,1212.51,2883.76,0,0.62,0.49,1,0,694,1,0.9861,1.0,0.8336,1
Asian,2715.5,8960.81,1,0.9892,2.19,0,0,646,1,0.8607,2.0,,1
White,1266.75,3627.13,1,0.6893,1.27,0,0,674,0,,,,1
White,1853.3,4567.05,1,0.7622,2.52,1,0,695,1,0.9345,1.0,,1
White,2556.23,6540.56,1,0.7527,6.08,0,0,689,1,0.9608,0.0,,1
White,3107.25,8736.07,1,0.8854,1.3,0,0,707,1,0.8988,0.0,,1
White,1481.39,4849.15,0,0.6345,2.65,0,0,694,1,0.9593,1.0,0.8602,1
Black,1626.07,4513.28,1,0.9344,0.31,1,0,684,1,0.9494,0.0,0.8693,1
Asian,2306.17,5332.0,1,0.4498,1.49,0,0,595,0,,,0.9434,1
Indigenous,1341.02,4174.46,1,0.8017,2.1,1,0,631,0,,,0.9535,1
White,1480.64,4253.84,1,0.8496,0.25,0,0,686,1,0.9563,1.0,0.953,1
White,1561.31,6006.35,1,0.854,4.47,0,0,594,0,,,,1
White,2346.06,5548.41,0,0.7477,1.05,1,0,615,1,0.9345,2.0,0.883,1
White,4962.17,10965.13,1,0.7817,3.31,0,0,630,1,0.9748,1.0,0.9052,1
White,1484.52,6063.31,1,0.7166,2.8,1,0,679,1,0.938,0.0,0.9,0
White,2807.86,7780.03,1,0.8533,5.13,0,0,668,1,0.9344,1.0,0.947,1
White,1342.79,3574.08,1,0.8793,0.31,1,0,620,1,0.9572,2.0,0.8728,1
Asian,2821.47,6249.26,1,0.8236,2.33,0,0,656,1,0.9799,0.0,0.9434,1
White,1680.68,4037.46,1,0.7382,1.81,0,0,720,1,0.9687,1.0,0.8708,1
White,2081.78,5971.91,1,0.6424,0.23,1,0,674,1,0.8571,1.0,0.828,1
White,1844.53,6616.98,1,0.6884,1.7,1,0,690,1,0.8905,0.0,0.8615,1
White,1808.7,5291.56,1,0.9377,1.56,1,0,614,1,0.9308,2.0,,1
White,4933.03,12076.03,1,0.8936,0.69,0,0,662,0,,,0.8184,1
White,3319.58,8571.58,1,0.9657,1.62,0,0,630,0,,,0.8605,1
Asian,3352.21,7851.42,1,0.8995,1.51,0,0,628,1,0.9732,1.0,0.8083,1
White,2907.72,6794.81,1,0.6893,1.31,0,0,632,1,0.958,1.0,,1
Other,3490.67,9639.17,1,0.7818,2.39,1,0,718,1,0.9413,0.0,,1
White,1063.54,3144.7,1,0.7504,3.09,1,0,608,1,0.9239,1.0,0.9825,1
White,3706.21,8400.22,1,0.8098,1.06,0,0,735,0,,,,1
White,1458.79,3675.62,1,0.6693,1.74,0,0,578,0,,,0.9463,1
White,1792.69,4267.98,1,0.982,5.04,0,0,714,1,0.9609,1.0,0.9183,1
White,3213.13,6329.02,0,0.9212,1.73,0,0,655,0,,,0.9106,1
Black,2697.71,8006.76,1,0.8816,1.04,1,0,702,1,0.9108,0.0,,1
White,1434.18,3472.61,1,0.7616,0.78,0,0,659,1,0.8693,3.0,0.9462,1
Asian,1757.15,4346.05,1,0.6532,2.71,0,0,693,1,0.9179,2.0,0.822,1
White,1657.08,5380.57,1,0.8466,1.11,0,0,684,1,0.9607,0.0,,1
White,1829.56,4871.64,1,0.8628,0.94,0,0,669,1,0.9174,2.0,,1
White,2572.98,7011.63,1,0.6469,2.59,0,0,675,1,0.9474,2.0,0.893,1
White,5000.0,17309.12,0,0.6594,0.6,0,0,703,1,0.9459,0.0,0.8467,1
White,1628.22,6022.01,1,0.768,2.49,0,0,699,1,0.9913,0.0,0.8023,1
Other,1631.17,4020.23,1,0.7778,0.82,1,0,723,1,0.9525,0.0,,1
Asian,1299.25,3303.16,1,0.7715,0.95,0,0,615,1,0.8765,1.0,0.9273,1
Other,1674.36,4640.49,1,0.7735,0.59,1,0,668,0,,,0.9481,1
White,1151.27,3741.82,1,0.6706,0.99,0,0,670,1,0.9585,0.0,,1
Indigenous,2350.65,6124.52,1,0.5799,3.84,0,0,683,1,0.9332,0.0,0.9408,1
Asian,1767.73,6091.33,1,0.5594,8.39,0,0,732,1,0.8076,0.0,0.907,1
Asian,1490.47,4421.81,0,0.6987,1.64,0,0,717,1,0.9809,2.0,0.9746,1
Other,3494.31,10416.52,0,0.7803,1.43,0,0,607,1,0.8638,0.0,,1
Asian,1497.28,4019.88,1,0.8937,3.11,0,0,659,1,0.8984,0.0,,1
Black,1804.49,4987.12,1,0.7552,2.52,0,0,620,0,,,,1
Asian,2528.0,6503.66,1,0.9249,3.54,1,0,668,0,,,,1
White,2972.43,7105.56,1,0.9316,2.36,0,0,680,1,0.8298,2.0,,1
Asian,2840.45,8132.03,0,0.9045,3.86,0,0,642,1,0.9645,1.0,,1
White,2716.27,6041.38,1,0.3561,2.27,1,0,637,0,,,0.8568,1
Other,2298.64,7511.82,0,0.9043,5.05,0,0,649,0,,,0.8974,1
Indigenous,1433.09,4120.07,1,0.7767,3.05,0,0,624,0,,,0.7763,1
White,2038.79,7170.59,1,0.8867,4.76,0,0,649,0,,,0.9294,1
White,2769.96,7137.15,0,0.588,1.43,1,0,710,1,0.9396,0.0,,1
White,3949.63,8830.12,0,0.954,1.58,1,0,693,1,0.9076,0.0,0.9093,1
White,1184.47,2899.99,0,0.5012,2.17,1,0,669,1,0.9624,0.0,0.956,1
White,1383.65,3785.37,1,0.9008,2.25,0,0,699,0,,,0.9211,1
Asian,2322.53,6936.23,1,0.5989,1.8,0,0,568,0,,,0.9236,1
Asian,724.19,2055.83,1,0.7193,1.93,1,0,614,1,0.9697,0.0,0.9299,1
Black,2286.62,6177.17,1,0.7953,1.55,1,0,659,1,0.9545,1.0,,1
White,2363.67,7535.24,1,0.8678,2.16,0,0,690,1,0.9228,0.0,,1
White,2060.41,4250.04,1,0.7824,1.33,0,0,608,0,,,0.9154,1
White,1447.89,4473.15,0,0.7701,3.77,0,0,772,1,0.9639,0.0,0.9676,1
Black,1204.42,3570.52,0,0.9361,2.94,0,0,687,1,0.937,0.0,0.9435,1
White,1163.99,4332.38,1,0.8419,2.18,0,0,678,1,0.947,0.0,0.9183,1
White,1346.03,4376.55,1,0.5305,0.49,1,0,724,1,0.9727,0.0,,1
White,1601.54,4094.58,1,0.7397,0.43,1,0,591,0,,,0.8624,1
Indigenous,1508.47,4016.74,1,0.8129,1.94,0,0,722,1,0.9386,1.0,0.9727,1
White,1911.35,4729.44,1,0.8137,0.89,0,0,603,0,,,0.7763,1
Asian,1223.33,4709.45,0,0.9283,2.7,0,0,623,1,0.9174,1.0,0.9756,1
Asian,3652.11,10020.22,1,0.8325,0.24,0,0,649,1,0.9058,3.0,,1
Indigenous,1929.44,4529.87,1,0.6442,5.59,0,0,666,1,0.9521,0.0,0.9498,1
White,2301.81,5865.64,1,0.6367,0.67,0,0,712,1,0.9548,0.0,,1
White,1609.86,4249.28,1,0.5059,3.56,1,0,631,0,,,0.9706,1
White,1765.98,4230.42,1,0.8611,1.5,1,0,676,0,,,0.981,1
White,1101.6,2863.74,1,0.7997,0.46,1,0,715,1,0.988,0.0,,1
Asian,1371.2,3000.2,1,0.7025,1.59,1,0,683,1,0.8843,0.0,0.9357,1
White,1123.35,3408.28,1,0.7773,4.45,1,0,646,0,,,0.9097,1
White,1941.22,5545.31,1,0.4014,1.48,1,0,631,0,,,0.8846,1
White,3091.07,7578.53,1,0.424,4.2,0,0,677,1,0.9466,0.0,0.962,1
Asian,1148.12,2782.43,0,0.88,1.84,0,0,689,1,0.9631,0.0,0.899,1
White,1217.27,4290.84,0,0.9932,2.9,0,0,674,0,,,0.9611,1
Asian,1560.72,3222.79,0,0.7326,1.17,0,0,685,1,0.925,0.0,,1
White,1455.47,4740.59,0,0.7263,0.98,0,0,643,1,0.9096,1.0,,1
Other,2362.58,7577.46,0,0.9327,0.71,0,0,671,0,,,0.9576,1
Asian,1736.18,4447.09,0,0.6997,2.19,0,1,617,1,0.8074,2.0,0.9552,1
White,1368.87,5114.23,1,0.6443,2.58,1,0,712,1,0.9783,3.0,0.9065,1
White,1878.7,8653.71,1,0.8844,1.56,0,0,612,1,0.7633,5.0,,1
White,1849.33,6103.88,1,0.8339,1.08,0,0,729,1,0.9306,0.0,0.9531,1
White,1051.07,3985.36,0,0.8038,4.97,1,0,674,1,0.9526,1.0,,1
White,1872.24,5497.42,0,0.8205,1.85,0,0,680,1,0.8271,0.0,0.9411,1
Black,1631.14,3892.36,1,0.785,2.42,0,0,644,0,,,0.9811,1
Asian,1884.34,6024.46,0,0.7332,1.32,0,0,624,0,,,0.9309,1
White,2180.58,6227.83,1,0.698,0.48,1,0,670,0,,,,1
Asian,1219.39,3222.48,1,0.5505,0.95,0,1,640,1,0.8851,1.0,,1
White,1685.59,5528.75,1,0.6641,1.76,0,0,665,1,0.9535,0.0,0.99,1
Other,1747.11,4990.36,1,0.7842,0.57,0,0,621,1,0.9325,0.0,0.8791,1
White,2118.12,6292.11,1,0.7868,2.71,0,0,676,1,0.882,4.0,,0
Asian,2395.59,6956.18,1,0.8986,1.79,1,0,647,1,0.9318,2.0,,1
Indigenous,1914.45,6145.78,1,0.9567,1.65,1,0,631,0,,,0.9185,1
White,1129.63,4676.46,1,0.7984,0.28,1,0,662,1,0.9358,0.0,0.954,1
White,3239.17,7208.96,0,0.6212,1.75,0,0,616,1,0.7448,1.0,,0
White,1668.07,3830.85,1,0.5327,2.04,1,0,641,1,0.909,1.0,0.9397,1
Black,1308.25,3275.52,1,0.6705,0.86,0,0,645,1,0.9477,0.0,0.8683,1
White,650.0,1699.46,1,0.7834,1.24,0,0,666,0,,,0.9444,1
Asian,2069.08,5073.9,0,0.747,2.01,0,0,658,1,0.9767,1.0,,1
Indigenous,1449.56,3900.55,1,0.5445,0.92,0,0,680,0,,,0.9132,1
Indigenous,1641.32,5976.72,1,0.8021,1.22,0,0,684,1,0.9758,1.0,,1
White,1041.4,2608.38,1,0.7908,1.03,1,0,590,1,0.9436,2.0,,1
White,1814.38,4146.01,1,0.9391,2.62,0,0,679,1,0.9186,2.0,0.9164,1
Asian,1931.18,6130.36,1,0.8097,3.64,0,0,645,0,,,0.8494,1
White,1412.77,3626.31,1,0.5293,2.05,0,0,648,0,,,0.8999,1
Black,1525.25,6000.83,0,0.8008,1.44,0,0,669,0,,,,1
White,1621.97,4278.92,1,0.9391,2.9,0,0,631,1,0.9727,3.0,0.8733,1
White,1688.39,5140.63,0,0.9351,0.47,1,0,716,1,0.9358,1.0,0.8055,1
Indigenous,1601.98,6404.26,1,0.6602,1.72,0,0,632,0,,,0.7388,1
White,3389.91,7258.24,1,0.878,3.77,1,1,714,1,0.9557,3.0,,1
White,2207.61,5371.09,1,0.8398,1.1,0,0,644,1,0.9551,0.0,0.9553,1
White,1116.05,3910.85,1,0.721,2.41,0,0,634,1,0.8839,0.0,,1
White,2029.15,4429.76,1,0.8294,3.04,0,0,652,0,,,,1
Black,2805.87,6498.64,0,0.8636,1.99,0,0,676,1,0.8965,1.0,0.93,1
White,1650.94,3637.22,1,0.758,0.93,1,0,662,1,0.9051,1.0,0.9499,1
White,2095.68,4885.81,0,0.7828,1.23,0,0,672,1,0.9615,2.0,0.9253,1
White,2124.14,4543.05,1,0.6525,2.65,0,0,726,1,0.9923,0.0,,1
Other,2044.98,5015.24,1,0.95,2.61,1,0,668,1,0.9631,1.0,,1
White,1406.78,3652.49,1,0.7791,1.9,0,0,642,1,0.972,1.0,0.9514,1
Other,1383.4,2719.58,1,0.6744,0.34,0,0,712,1,0.8556,0.0,,1
Black,1774.07,6239.62,1,0.585,0.63,0,0,714,1,0.945,1.0,0.9102,1
White,2513.66,7287.09,1,0.9511,1.68,0,0,686,1,0.8857,2.0,,1
Indigenous,1125.09,2777.07,1,0.775,1.07,1,0,651,1,0.9915,0.0,0.8467,1
Asian,1938.88,5916.72,1,0.5554,0.75,0,0,638,1,0.9677,2.0,,1
White,2791.16,7597.15,1,0.5701,0.76,0,0,701,1,0.9416,0.0,0.9131,1
White,2641.81,6405.95,1,0.6318,6.48,0,0,733,1,0.9298,1.0,0.9376,1
Indigenous,1436.51,4494.36,1,0.7108,2.14,0,0,697,0,,,0.9092,1
Indigenous,1273.75,3737.57,1,0.7166,2.63,0,0,681,1,0.9591,0.0,0.926,1
Indigenous,2008.85,5349.49,1,0.7743,1.5,0,0,616,0,,,,1
Other,2335.48,5671.1,0,0.7899,3.35,0,1,602,1,0.7921,1.0,0.8137,0
White,1432.79,5377.33,0,0.7446,2.47,1,0,656,1,0.9132,1.0,0.826,1
Indigenous,1300.53,4882.28,1,0.9208,2.01,0,0,786,1,0.9738,0.0,,1
Black,1351.26,3559.89,0,0.9155,2.04,0,0,623,1,0.9269,2.0,0.8895,0
White,2308.54,6029.11,1,0.5399,0.99,1,0,645,0,,,0.8367,0
White,1988.32,6131.61,1,0.9004,0.94,1,0,661,1,0.9709,0.0,0.9525,1
White,1865.06,5578.65,0,0.5738,2.11,0,0,662,1,0.9409,3.0,,1
Black,1497.58,5405.98,1,0.6415,3.11,0,0,581,0,,,0.9371,1
White,3605.55,9359.54,1,0.8994,3.9,0,0,601,1,0.9381,4.0,0.9063,1
Asian,1629.44,4179.23,1,0.794,2.79,1,0,648,1,0.9426,0.0,0.7977,1
White,2806.88,8143.02,0,0.8312,4.19,0,0,602,0,,,0.8914,1
White,1645.23,4021.88,1,0.4912,3.77,1,0,641,1,0.935,1.0,,1
Asian,3226.3,7665.97,0,0.7355,1.61,0,0,630,1,0.795,2.0,0.9626,1
White,2439.83,8007.17,1,0.8019,4.83,0,0,731,1,0.9423,0.0,0.9656,1
Black,1886.04,4693.09,0,0.898,1.83,1,0,662,1,0.9338,1.0,,1
White,2521.78,9299.83,1,0.8121,1.74,0,1,648,1,0.9565,1.0,0.9738,0
Other,1928.53,6127.71,1,0.7152,2.64,1,0,706,1,0.9727,0.0,,1
